CIDADE;UF_CIDADE;TIPO
Governador João Durval Carneiro (Feira de Santana);BA;Distrito
Governador Lacerda de Aguiar (Água Doce do Norte);ES;Distrito
Governador Lindenberg;ES;
Governador Luiz Rocha;MA;
Governador Mangabeira;BA;
Governador Newton Bello;MA;
Governador Nunes Freire;MA;
Governador Portela (Miguel Pereira);RJ;Distrito
Governador Valadares;MG;
Graccho Cardoso;SE;
Graciosa (Paranavaí);PR;Distrito
Gradaus (Ourilândia do Norte);PA;Distrito
Grajaú;MA;
Gramadinho (Itapetininga);SP;Distrito
Gramado;RS;
Gramado dos Loureiros;RS;
Gramado São Pedro (Fontoura Xavier);RS;Distrito
Gramado Xavier;RS;
Gramínea (Andradas);MG;Distrito
Granada (Abre Campo);MG;Distrito
Grande Basílio (Palmácia);CE;Distrito
Grandes Rios;PR;
Granito;PE;
Granja;CE;
Granja Getúlio Vargas (Palmares do Sul);RS;Distrito
Granjeiro;CE;
Gravatal;SC;
Gravataí;RS;
Gravatá do Ibiapina (Taquaritinga do Norte);PE;Distrito
Graça;CE;
Graça Aranha;MA;
Graça Aranha (Colatina);ES;Distrito
Groairas;CE;
Groslândia (Lucas do Rio Verde);MT;Distrito
Grossos;RN;
Grossos (Verdejante);PE;Povoado
Grota (Jequeri);MG;Distrito
Grotão (Venturosa);PE;Distrito
Grupiara;MG;
Gruta (Cachoeiro de Itapemirim);ES;Distrito
Grápia (Paraíso);SC;Distrito
Grão Mogol;MG;
Grão Pará;SC;
Guabiju;RS;
Guabiruba;SC;
Guachos (Martinópolis);SP;Distrito
Guadalupe;PI;
Guadalupe do Alto Paraná (Três Lagoas);MS;Distrito
Guagirus (Camaçari);BA;Povoado
Guaianas (Pederneiras);SP;Distrito
Guaicui (Várzea da Palma);MG;Distrito
Guaimbê;SP;
Guaipava (Paraguaçu);MG;Distrito
Guaiporã (Cafezal do Sul);PR;Distrito
Guairacá (Londrina);PR;Povoado
Guairaçá;PR;
Guairaçá (Guarapuava);PR;Distrito
Guaiçara;SP;
Guaiúba;CE;
Guajará;AM;
Guajará-Açú (Bujaru);PA;Distrito
Guajará-Miri (Acará);PA;Distrito
Guajará-Mirim;RO;
Guajeru;BA;
Guajiru (Fortim);CE;Distrito
Guajuvira (Araucária);PR;Distrito
Guamaré;RN;
Guamiranga;PR;
Guamirim (Irati);PR;Distrito
Guanacés (Cascavel);CE;Distrito
Guanambi;BA;
Guanhães;MG;
Guanumbi (Buíque);PE;Distrito
Guapiara;SP;
Guapiaçu;SP;
Guapira (Maragogipe);BA;Distrito
Guapirama;PR;
Guapiranga (Lins);SP;Distrito
Guaporema;PR;
Guaporé;RS;
Guaporé (Chupinguaia);RO;Distrito
Guaporé (Guaraniaçu);PR;Distrito
Guapé;MG;
Guapó;GO;
Guarabira;PB;
Guaraci;PR;
Guaraci;SP;
Guaraciaba;MG;
Guaraciaba;SC;
Guaraciaba D'Oeste (Tupi Paulista);SP;Distrito
Guaraciaba do Norte;CE;
Guaraciama;MG;
Guaragi (Ponta Grossa);PR;Distrito
Guaraituba (Colombo);PR;Distrito
Guarajuba (Camaçari);BA;Povoado
Guaramiranga;CE;
Guaramirim;SC;
Guarani;MG;
Guarani (Campos Novos);SC;Distrito
Guarani (Nova Laranjeiras);PR;Distrito
Guarani D'Oeste;SP;
Guarani das Missões;RS;
Guarani de Goiás;GO;
Guaraniaçu;PR;
Guaranilândia (Jequitinhonha);MG;Distrito
Guarantã;SP;
Guarantã do Norte;MT;
Guaranésia;MG;
Guarapari;ES;
Guarapiranga (Ribeirão Bonito);SP;Distrito
Guarapuava;PR;
Guarapuá (Dois Córregos);SP;Distrito
Guaraqueçaba;PR;
Guararapes;SP;
Guararema;SP;
Guararema (Castro);PR;Povoado
Guararema (Nova Venécia);ES;Distrito
Guararu (Caucaia);CE;Distrito
Guarará;MG;
Guarataia (Itambacuri);MG;Distrito
Guaratinga;BA;
Guaratinguetá;SP;
Guaratuba;PR;
Guaravera (Londrina);PR;Distrito
Guaraçaí;SP;
Guaraí;TO;
Guaraí (Nova Laranjeiras);PR;Distrito
Guaraíta;GO;
Guaraúna (Teixeira Soares);PR;Distrito
Guarda dos Ferreiros (São Gotardo);MG;Distrito
Guarda-Mor;MG;
Guardamoria (Telêmaco Borba);PR;Povoado
Guardinha (São Sebastião do Paraíso);MG;Distrito
Guareí;SP;
Guariba;SP;
Guariba (Colniza);MT;Distrito
Guaribas;PI;
Guarinos;GO;
Guariroba (Taquaritinga);SP;Distrito
Guarita (Itabaiana);PB;Distrito
Guarita (Várzea Grande);MT;Povoado
Guarizinho (Itapeva);SP;Distrito
Guarujá;SP;
Guarujá do Sul;SC;
Guarulhos;SP;
Guará;SP;
Guará (Guarapuava);PR;Distrito
Guará (Xangri-Lá);RS;Distrito
Guassi (Redenção);CE;Distrito
Guassu Boi (Alegrete);RS;Povoado
Guassupi (São Pedro do Sul);RS;Distrito
Guassussê (Orós);CE;Distrito
Guatambú;SC;
Guatapará;SP;
Guatá (Lauro Müller);SC;Distrito
Guaxima (Conquista);MG;Distrito
Guaxupé;MG;
Guaçu (Dourados);MS;Distrito
Guaçulândia (Glória de Dourados);MS;Distrito
Guaçuí;ES;
Guaí (Maragogipe);BA;Distrito
Guaíba;RS;
Guaíra;PR;
Guaíra;SP;
Guerém (Valença);BA;Distrito
Guia (Boa Viagem);CE;Distrito
Guia Lopes da Laguna;MS;
Guidoval;MG;
Guimarânia;MG;
Guimarães;MA;
Guinda (Diamantina);MG;Distrito
Guiné (Mucugê);BA;Distrito
Guirapa (Pindaí);BA;Distrito
Guiratinga;MT;
Guiricema;MG;
Gurinhatã;MG;
Gurinhém;PB;
Guriú (Camocim);CE;Distrito
Gurjão;PB;
Gurupi;TO;
Gurupizinho (Paragominas);PA;Povoado
Gurupora (Macapá);AP;Povoado
Gurupá;PA;
Gurupá Mirim (Potiraguá);BA;Distrito
Guzolândia;SP;
Gália;SP;
Gázea (Ipueiras);CE;Distrito
Góis (Guarapuava);PR;Povoado
Harmonia;RS;
Harmonia (São Lourenço do Sul);RS;Distrito
Harmonia (Telêmaco Borba);PR;Povoado
Heitoraí;GO;
Heliodora;MG;
Heliópolis;BA;
Helvecia (Nova Viçosa);BA;Distrito
Henrique Dias (Sertânia);PE;Distrito
Herciliópolis (Água Doce);SC;Distrito
Herculândia;SP;
Herculândia (Ivaté);PR;Distrito
Hermilo Alves (Carandaí);MG;Distrito
Herval;RS;
Herval D'Oeste;SC;
Herval Grande (Laranjeiras do Sul);PR;Povoado
Herveira (Campina da Lagoa);PR;Distrito
Herveira (Nova Laranjeiras);PR;Distrito
Herveiras;RS;
Hidrelétrica Itaipu (Foz do Iguaçu);PR;Povoado
Hidrelétrica Tucuruí (Tucuruí);PA;Povoado
Hidrolina;GO;
Hidrolândia;CE;
Hidrolândia;GO;
Hidrolândia (Uibaí);BA;Distrito
Hidráulica (Capão do Leão);RS;Distrito
Holambra;SP;
Holambra II (Paranapanema);SP;Povoado
Holanda (Tamboril);CE;Distrito
Honorópolis (Campina Verde);MG;Distrito
Honório Serpa;PR;
Horizonte;CE;
Horizonte do Oeste (Cáceres);MT;Distrito
Horizontina;RS;
Hortolândia;SP;
Hugo Napoleão;PI;
Hulha Negra;RS;
Humaitá;AM;
Humaitá;RS;
Humaitá (Juiz de Fora);MG;Povoado
Humberto de Campos;MA;
Humildes (Feira de Santana);BA;Distrito
Iacanga;SP;
Iaciara;GO;
Iacri;SP;
Iapi (Independência);CE;Distrito
Iapu;MG;
Iara (Barro);CE;Distrito
Iarama (Umuarama);PR;Povoado
Iaras;SP;
Iateca (Saloá);PE;Distrito
Iati;PE;
Iauaretê (São Gabriel da Cachoeira);AM;Distrito
Iaçu;BA;
Ibaiti;PR;
Ibarama;RS;
Ibaretama;CE;
Ibaré (Lavras do Sul);RS;Distrito
Ibateguara;AL;
Ibatiba;ES;
Ibatui (Entre Rios);BA;Distrito
Ibaté;SP;
Ibema;PR;
Ibertioga;MG;
Ibiaci (Primeiro de Maio);PR;Distrito
Ibiajara (Rio do Pires);BA;Distrito
Ibiam;SC;
Ibiapaba (Crateús);CE;Distrito
Ibiapina;CE;
Ibiapora (Mundo Novo);BA;Distrito
Ibiara;PB;
Ibiassucê;BA;
Ibiaçu (Maraú);BA;Distrito
Ibiaçá;RS;
Ibiaí;MG;
Ibicaba (Afonso Cláudio);ES;Distrito
Ibicaraí;BA;
Ibicaré;SC;
Ibicatu (Várzea Alegre);CE;Distrito
Ibicoara;BA;
Ibicuitaba (Icapuí);CE;Distrito
Ibicuitinga;CE;
Ibicuã (Piquet Carneiro);CE;Distrito
Ibicuí;BA;
Ibicuí (Campos Novos);SC;Distrito
Ibimirim;PE;
Ibipeba;BA;
Ibipeba (São Sebastião do Alto);RJ;Distrito
Ibipetum (Ipupiara);BA;Distrito
Ibipira (Mirador);MA;Distrito
Ibipitanga;BA;
Ibiporanga (Tanabi);SP;Distrito
Ibiporã;PR;
Ibiquera;BA;
Ibiraba (Barra);BA;Distrito
Ibiracatu;MG;
Ibiraci;MG;
Ibiraiaras;RS;
Ibirajuba;PE;
Ibirajá (Itanhém);BA;Distrito
Ibirama;SC;
Ibiranga (Itambé);PE;Distrito
Ibiranhém (Mucuri);BA;Distrito
Ibirapitanga;BA;
Ibirapuitã;RS;
Ibirapuã;BA;
Ibirarema;SP;
Ibirataia;BA;
Ibiratinga (Sirinhaém);PE;Distrito
Ibiraçu;ES;
Ibirité;MG;
Ibirubá;RS;
Ibirá;SP;
Ibitiara;BA;
Ibitiguaçu (Santo Antônio de Pádua);RJ;Distrito
Ibitiguira (Planaltino);BA;Distrito
Ibitinga;SP;
Ibitioca (Campos dos Goytacazes);RJ;Distrito
Ibitira (Martinho Campos);MG;Distrito
Ibitira (Rio do Antônio);BA;Distrito
Ibitirama;ES;
Ibitiranga (Carnaíba);PE;Distrito
Ibitiruí (Alfredo Chaves);ES;Distrito
Ibititá;BA;
Ibitiúra de Minas;MG;
Ibitiúva (Pitangueiras);SP;Distrito
Ibituba (Baixo Guandu);ES;Distrito
Ibitunane (Gentio do Ouro);BA;Distrito
Ibitupa (Ibicuí);BA;Distrito
Ibituruna;MG;
Ibiá;MG;
Ibiúna;SP;
Iborepi (Lavras da Mangabeira);CE;Distrito
Ibotirama;BA;
Ibuaçu (Boa Viagem);CE;Distrito
Ibuguaçu (Granja);CE;Distrito
Ibó (Abaré);BA;Distrito
Ibó (Belém do São Francisco);PE;Distrito
Icaiçara (Parnamirim);PE;Distrito
Icapuí;CE;
Icaraí (Amontada);CE;Distrito
Icaraí de Minas;MG;
Icaraíma;PR;
Icatu;MA;
Icatu (Querência do Norte);PR;Distrito
Ichu;BA;
Iconha;ES;
Icozinho (Icó);CE;Distrito
Icém;SP;
Icó;CE;
Icó (Morro do Chapéu);BA;Distrito
Ida Iolanda (Nhandeara);SP;Distrito
Idamar (Dionísio Cerqueira);SC;Distrito
Ideal (Aracoiaba);CE;Distrito
Ielmo Marinho;RN;
Iepê;SP;
Igaci;AL;
Igaporã;BA;
Igapó (Lagoa do Ouro);PE;Distrito
Igaracy;PB;
Igarapava;SP;
Igarapeassu (Lagoa dos Gatos);PE;Distrito
Igarapeba (São Benedito do Sul);PE;Distrito
Igarapé;MG;
Igarapé da Lama (Santarém);PA;Povoado
Igarapé do Lago (Santana);AP;Distrito
Igarapé do Meio;MA;
Igarapé Grande;MA;
Igarapé-Açu;PA;
Igarapé-Miri;PA;
Igarassu;PE;
Igaratinga;MG;
Igaratá;SP;
Igaraçu do Tietê;SP;
Igaraí (Mococa);SP;Distrito
Igarité (Barra);BA;Distrito
Igaroi (Orós);CE;Distrito
Igará (Senhor do Bonfim);BA;Distrito
Igatu (Andaraí);BA;Distrito
Igaçaba (Pedregulho);SP;Distrito
Igrapiúna;BA;
Igreja Nova;AL;
Igreja Nova (Bom Conselho);PE;Povoado
Igrejinha;RS;
Igrejinha (Carazinho);RS;Distrito
Igrejinha (Coqueiros do Sul);RS;Distrito
Igrejinha (Guarapuava);PR;Povoado
Iguaba Grande;RJ;
Iguaibi (Iguaí);BA;Distrito
Iguape;SP;
Iguaraci;PE;
Iguaraçu;PR;
Iguatama;MG;
Iguatemi;MS;
Iguatemi (Livramento de Nossa Senhora);BA;Distrito
Iguatu;CE;
Iguatu;PR;
Iguaçu (Canindé);CE;Distrito
Iguaí;BA;
Iguiporã (Marechal Cândido Rondon);PR;Distrito
Iguira (Xique-Xique);BA;Distrito
Iguitu (Ibipeba);BA;Distrito
Iguá (Vitória da Conquista);BA;Distrito
Ijaci;MG;
Ijucapirama (Jaguari);RS;Distrito
Ijuí;RS;
Ilha Barreira Branca (Araguaína);TO;Povoado
Ilha Comprida;SP;
Ilha Comprida (Três Lagoas);MS;Distrito
Ilha das Flores;SE;
Ilha de Eufrasina (Paranaguá);PR;Povoado
Ilha de Itamaracá;PE;
Ilha de Santana (Santana);AP;Distrito
Ilha de São Miguel (Paranaguá);PR;Povoado
Ilha Diana (Santos);SP;Povoado
Ilha do Amparo (Paranaguá);PR;Povoado
Ilha do Mel (Paranaguá);PR;Povoado
Ilha do Rio Doce (Caratinga);MG;Povoado
Ilha do Teixeira (Paranaguá);PR;Povoado
Ilha dos Marinheiros (Rio Grande);RS;Distrito
Ilha dos Valadares (Paranaguá);PR;Povoado
Ilha Encantada (Paranaguá);PR;Povoado
Ilha Grande;PI;
Ilha Grande (Angra dos Reis);RJ;Distrito
Ilha Grande (Aparecida do Taboado);MS;Distrito
Ilha Solteira;SP;
Ilhabela;SP;
Ilhota;SC;
Ilhéus;BA;
Ilhéus do Prata (São Domingos do Prata);MG;Distrito
Ilicínea;MG;
Ilópolis;RS;
Imaculada;PB;
Imaruí;SC;
Imbassaí (Mata de São João);BA;Distrito
Imbauzinho (Telêmaco Borba);PR;Povoado
Imbaú;PR;
Imbituba;SC;
Imbituva;PR;
Imbuia;SC;
Imburana (Ecoporanga);ES;Distrito
Imbé;RS;
Imbé de Minas;MG;
Imigrante;RS;
Imperatriz;MA;
Inaciolândia;GO;
Inajá;PE;
Inajá;PR;
Inajá (Macapá);AP;Povoado
Inanu (Santarém);PA;Povoado
Inconfidentes;MG;
Inconfidência (Paraíba do Sul);RJ;Distrito
Indaiabira;MG;
Indaial;SC;
Indaiatuba;SP;
Indaiá do Aguapeí (Flórida Paulista);SP;Distrito
Indaiá do Sul (Cassilândia);MS;Distrito
Indaiá Grande (Paranaíba);MS;Distrito
Indaí (Mundo Novo);BA;Distrito
Independência;CE;
Independência;RS;
Independência (Pato Branco);PR;Povoado
Independência (Resplendor);MG;Distrito
Indiana;SP;
Indianápolis (Barra do Garças);MT;Distrito
Indianópolis;MG;
Indianópolis;PR;
Indiaporã;SP;
Indiara;GO;
Indiaroba;SE;
Indiavaí;MT;
Industrial (Porto Velho);RO;Distrito
Indápolis (Dourados);MS;Distrito
Inema (Ilhéus);BA;Distrito
Ingazeira;PE;
Ingazeiras (Aurora);CE;Distrito
Ingazeiras (Ipu);CE;Distrito
Ingaí;MG;
Ingá;PB;
Ingá (Junqueiro);AL;Distrito
Ingás (Nova Granada);SP;Distrito
Inhacorá;RS;
Inhambupe;BA;
Inhamuns (Tauá);CE;Distrito
Inhanduí (Alegrete);RS;Povoado
Inhangapi;PA;
Inhapi;AL;
Inhapim;MG;
Inhata (Amélia Rodrigues);BA;Distrito
Inhaí (Diamantina);MG;Distrito
Inhaúma;MG;
Inhaúmas (Santa Maria da Vitória);BA;Distrito
Inhobim (Vitória da Conquista);BA;Distrito
Inhuma;PI;
Inhumas;GO;
Inhuçu (São Benedito);CE;Distrito
Inimutaba;MG;
Inocência;MS;
Inspetor Carvalho (São José dos Pinhais);PR;Povoado
Interlândia (Anápolis);GO;Distrito
Invernada (Castro);PR;Povoado
Invernada (Grão Pará);SC;Distrito
Invernadinha (Guarapuava);PR;Povoado
Inácio Martins;PR;
Inúbia (Piatã);BA;Distrito
Inúbia Paulista;SP;
Iolópolis (São Jorge D'Oeste);PR;Distrito
Iomerê;SC;
Ipaba;MG;
Ipaguaçú (Massapê);CE;Distrito
Ipameri;GO;
Ipanema;MG;
Ipanema (Pesqueira);PE;Povoado
Ipanguaçu;RN;
Ipaporanga;CE;
Ipatinga;MG;
Ipaumirim;CE;
Ipaussu;SP;
Ipecaetá;BA;
Iperó;SP;
Ipezal (Angélica);MS;Distrito
Ipeúna;SP;
Ipiabas (Barra do Piraí);RJ;Distrito
Ipiaçu;MG;
Ipiaú;BA;
Ipiguá;SP;
Ipira;SC;
Ipiranga;PR;
Ipiranga (Araucária);PR;Povoado
Ipiranga (Boa Viagem);CE;Distrito
Ipiranga (Gravataí);RS;Distrito
Ipiranga (São José do Campestre);RN;Distrito
Ipiranga de Goiás;GO;
Ipiranga do Norte;MT;
Ipiranga do Piauí;PI;
Ipiranga do Sul;RS;
Ipirá;BA;
Ipituna (São Sebastião do Alto);RJ;Distrito
Ipixuna;AM;
Ipixuna do Pará;PA;
Ipiúna (Jaguaquara);BA;Distrito
Ipojuca;PE;
Ipoméia (Rio das Antas);SC;Distrito
Iporanga;SP;
Iporá;GO;
Iporã;PR;
Iporã do Oeste;SC;
Ipu;CE;
Ipuaçu;SC;
Ipuaçu (Caiçara);RS;Distrito
Ipubi;PE;
Ipuca (São Fidélis);RJ;Distrito
Ipucaba (Oliveira dos Brejinhos);BA;Distrito
Ipueira;RN;
Ipueiras;CE;
Ipueiras;TO;
Ipueiras dos Gomes (Canindé);CE;Distrito
Ipuera (Serrita);PE;Distrito
Ipuiúna;MG;
Ipumirim;SC;
Ipupiara;BA;
Ipuã;SP;
Ipê;RS;
Iracema;CE;
Iracema;RR;
Iracema do Oeste;PR;
Iraceminha;SC;
Iracemápolis;SP;
Iraguaçu (Triunfo);PE;Distrito
Irajaí (Iguaraci);PE;Distrito
Irajuba;BA;
Irajá (Hidrolândia);CE;Distrito
Irakitan (Tangará);SC;Distrito
Iramaia;BA;
Iranduba;AM;
Irani;SC;
Iraporanga (Iraquara);BA;Distrito
Irapuan (Quinta do Sol);PR;Distrito
Irapuru;SP;
Iraputã (Itaiópolis);SC;Distrito
Irapuã;SP;
Irapuã (Crateús);CE;Distrito
Irapé (Chavantes);SP;Distrito
Iraquara;BA;
Irará;BA;
Iratama (Garanhuns);PE;Distrito
Irati;PR;
Irati;SC;
Iratinga (Itapajé);CE;Distrito
Irauçuba;CE;
Iraí;RS;
Iraí de Minas;MG;
Irecê;BA;
Irenópolis (Juscimeira);MT;Distrito
Irerê (Londrina);PR;Distrito
Iretama;PR;
Irineópolis;SC;
Iriritiba (Anchieta);ES;Distrito
Irituia;PA;
Irundi (Fundão);ES;Distrito
Irundiara (Jacaraci);BA;Distrito
Irupi;ES;
Iruí (Rio Pardo);RS;Distrito
Isabel (Domingos Martins);ES;Distrito
Isaías Coelho;PI;
Isidoro (Acopiara);CE;Distrito
Ismael (Esperança do Sul);RS;Distrito
Israelândia;GO;
Ita-Azul (Itamaraju);BA;Distrito
Itaara;RS;
Itabaiana;PB;
Itabaiana;SE;
Itabaiana (Mucurici);ES;Distrito
Itabaianinha;SE;
Itabapoana (São Francisco de Itabapoana);RJ;Distrito
Itabatan (Mucuri);BA;Distrito
Itabela;BA;
Itaberaba;BA;
Itaberaí;GO;
Itaberá;SP;
Itabi;SE;
Itabira;MG;
Itabirinha;MG;
Itabirito;MG;
Itaboa (Ribeirão Branco);SP;Distrito
Itaboca (Santa Rita de Jacutinga);MG;Distrito
Itaboraí;RJ;
Itabuna;BA;
Itacajá;TO;
Itacambira;MG;
Itacarambi;MG;
Itacaré;BA;
Itacava (Coração de Maria);BA;Distrito
Itachama (Amargosa);BA;Distrito
Itaci (Carmo do Rio Claro);MG;Distrito
Itacima (Guaiúba);CE;Distrito
Itacimirim (Camaçari);BA;Povoado
Itacoatiara;AM;
Itacolomi (Conceição do Mato Dentro);MG;Distrito
Itacolomi (Gravataí);RS;Distrito
Itacolomy (Uruburetama);CE;Distrito
Itacuruba;PE;
Itacurubi;RS;
Itacurubi (Santiago);RS;Distrito
Itacurussá (Mangaratiba);RJ;Distrito
Itaeté;BA;
Itagi;BA;
Itagibá;BA;
Itagimirim;BA;
Itaguajé;PR;
Itaguara;MG;
Itaguari;GO;
Itaguaru;GO;
Itaguatins;TO;
Itaguaçu;ES;
Itaguaçu (São Simão);GO;Distrito
Itaguaçu da Bahia;BA;
Itaguaí;RJ;
Itaguá (Campos Sales);CE;Distrito
Itahum (Dourados);MS;Distrito
Itaia (Firmino Alves);BA;Distrito
Itaiacoca (Ponta Grossa);PR;Distrito
Itaibó (Jequié);BA;Distrito
Itaicí (Muniz Freire);ES;Distrito
Itaim (Cachoeira de Minas);MG;Distrito
Itaimbezinho (Bom Jesus);RS;Distrito
Itaimbé (Itaguaçu);ES;Distrito
Itainópolis;PI;
Itaipaba (Pacajus);CE;Distrito
Itaipava (Itapemirim);ES;Distrito
Itaipava do Grajaú;MA;
Itaipu (Vitória da Conquista);BA;Povoado
Itaipulândia;PR;
Itaipé;MG;
Itaitinga;CE;
Itaituba;PA;
Itaiçaba;CE;
Itaió (Itaiópolis);SC;Distrito
Itaiópolis;SC;
Itaiúba (Monte Aprazível);SP;Distrito
Itajara (Itaperuna);RJ;Distrito
Itajaí;SC;
Itajaí (Nova Canaã);BA;Distrito
Itajobi;SP;
Itaju;SP;
Itaju do Colônia;BA;
Itajubaquara (Gentio do Ouro);BA;Distrito
Itajubatiba (Catingueira);PB;Distrito
Itajubá;MG;
Itajubá (Descanso);SC;Distrito
Itajuru (Jequié);BA;Distrito
Itajutiba (Inhapim);MG;Distrito
Itajuípe;BA;
Itajá;GO;
Itajá;RN;
Italva;RJ;
Itamaracá (Groairas);CE;Distrito
Itamaraju;BA;
Itamarandiba;MG;
Itamarati;AM;
Itamarati (Águas Vermelhas);MG;Distrito
Itamarati de Minas;MG;
Itamarati Norte (Tangará da Serra);MT;Distrito
Itamari;BA;
Itamataré (Carutapera);MA;Distrito
Itambacuri;MG;
Itambaracá;PR;
Itambezinho (Campo Largo);PR;Povoado
Itambé;BA;
Itambé;PE;
Itambé;PR;
Itambé (Campo Largo);PR;Povoado
Itambé do Mato Dentro;MG;
Itamira (Aporá);BA;Distrito
Itamira (Ponto Belo);ES;Distrito
Itamirim (Espinosa);MG;Distrito
Itamogi;MG;
Itamonte;MG;
Itamotinga (Juazeiro);BA;Distrito
Itamuri (Muriaé);MG;Distrito
Itanagra;BA;
Itanagé (Livramento de Nossa Senhora);BA;Distrito
Itanhandu;MG;
Itanhangá;MT;
Itanhaém;SP;
Itanhi (Jandaíra);BA;Distrito
Itanhomi;MG;
Itanhém;BA;
Itans (Itapiúna);CE;Distrito
Itaobim;MG;
Itaocara;RJ;
Itapaci;GO;
Itapagipe;MG;
Itapajé;CE;
Itapanhacanga (Castro);PR;Povoado
Itapanhoacanga (Alvorada de Minas);MG;Distrito
Itapara (Irati);PR;Distrito
Itaparica;BA;
Itapeaçu (Urucurituba);AM;Povoado
Itapebi;BA;
Itapebussu (Maranguape);CE;Distrito
Itapecerica;MG;
Itapecerica da Serra;SP;
Itapecoá (Itapemirim);ES;Distrito
Itapecuru Mirim;MA;
Itapeim (Beberibe);CE;Distrito
Itapeipu (Jacobina);BA;Distrito
Itapejara d'Oeste;PR;
Itapema;SC;
Itapemirim;ES;
Itapera (Icatu);MA;Distrito
Itaperuna;RJ;
Itaperuna (Barra de São Francisco);ES;Distrito
Itaperuçu;PR;
Itapetim;PE;
Itapetinga;BA;
Itapetininga;SP;
Itapeuna (Eldorado);SP;Distrito
Itapeva;MG;
Itapeva;SP;
Itapevi;SP;
Itapicuru;BA;
Itapicuru (Irecê);BA;Povoado
Itapina (Colatina);ES;Distrito
Itapipoca;CE;
Itapira;SP;
Itapiranga;AM;
Itapiranga;SC;
Itapirapuã;GO;
Itapirapuã Paulista;SP;
Itapiratins;TO;
Itapirema (Vitória da Conquista);BA;Povoado
Itapiru (Rubim);MG;Distrito
Itapirucu (Palma);MG;Distrito
Itapissuma;PE;
Itapitanga;BA;
Itapixuna (Augusto Corrêa);PA;Distrito
Itapiúna;CE;
Itapocu (Araquari);SC;Distrito
Itapora (Muritiba);BA;Distrito
Itaporanga;PB;
Itaporanga;SP;
Itaporanga D'Ajuda;SE;
Itapororoca;PB;
Itapororó (Alegrete);RS;Povoado
Itaporã;MS;
Itaporã do Tocantins;TO;
Itapoá;SC;
Itapuca;RS;
Itapucá (Anta Gorda);RS;Distrito
Itapura;SP;
Itapura (Miguel Calmon);BA;Distrito
Itapuranga;GO;
Itapuã (Viamão);RS;Distrito
Itapuã do Oeste;RO;
Itapuí;SP;
Itapé;BA;
Itapó (Pacatuba);CE;Distrito
Itaquaquecetuba;SP;
Itaquara;BA;
Itaquaraí (Brumado);BA;Distrito
Itaqueri da Serra (Itirapina);SP;Distrito
Itaqui;RS;
Itaqui (Campo Largo);PR;Povoado
Itaquiraí;MS;
Itaquitinga;PE;
Itarana;ES;
Itarantim;BA;
Itararé;SP;
Itarema;CE;
Itariri;SP;
Itarumã;GO;
Itati;RS;
Itati (Itororó);BA;Distrito
Itatiaia;RJ;
Itatiaia do Alto Bonito (São José do Jacuípe);BA;Distrito
Itatiba;SP;
Itatiba do Sul;RS;
Itatim;BA;
Itatinga;SP;
Itatingui (Arataca);BA;Distrito
Itatira;CE;
Itatuba;PB;
Itatupã (Gurupá);PA;Distrito
Itaubal;AP;
Itaueira;PI;
Itauninha (Santa Maria de Itabira);MG;Distrito
Itauçu;GO;
Itaverava;MG;
Itaçu (Itaguaçu);ES;Distrito
Itaí;SP;
Itaí (Ijuí);RS;Distrito
Itaíba;PE;
Itaíba (Santa Bárbara do Sul);RS;Distrito
Itaítu (Jacobina);BA;Distrito
Itaóca;SP;
Itaóca (Cachoeiro de Itapemirim);ES;Distrito
Itaú;RN;
Itaú de Minas;MG;
Itaúba;MT;
Itaúba (Arroio do Tigre);RS;Distrito
Itaúba (Estrela Velha);RS;Distrito
Itaúna;MG;
Itaúna (Caruaru);PE;Povoado
Itaúna do Sul;PR;
Itaúnas (Conceição da Barra);ES;Distrito
Itererê (Wenceslau Braz);MG;Distrito
Itinga;MG;
Itinga (Paranaguá);PR;Povoado
Itinga do Maranhão;MA;
Itiquira;MT;
Itira (Araçuaí);MG;Distrito
Itirapina;SP;
Itirapuã;SP;
Itiruçu;BA;
Itiúba;BA;
Itobi;SP;
Itororó;BA;
Itororó do Paranapanema (Pirapozinho);SP;Distrito
Itu;SP;
Ituaçu;BA;
Ituberá;BA;
Itueta;MG;
Ituguaçu (Altinho);PE;Distrito
Ituiutaba;MG;
Itumbiara;GO;
Itumirim;MG;
Itupeva;SP;
Itupeva (Medeiros Neto);BA;Distrito
Itupiranga;PA;
Ituporanga;SC;
Iturama;MG;
Itutinga;MG;
Ituverava;SP;
Ituí (São João Nepomuceno);MG;Distrito
Itá;SC;
Itápolis;SP;
Itão (Itaqui);RS;Distrito
Iubatinga (Caiabu);SP;Distrito
Iuiteporã (Bonito);PE;Distrito
Iuiu;BA;
Ivailândia (Engenheiro Beltrão);PR;Distrito
Ivaiporã;PR;
Ivaitinga (Nova Esperança);PR;Distrito
Ivatuba;PR;
Ivaté;PR;
Ivaí;PR;
Ivaí (Bossoroca);RS;Distrito
Ivinhema;MS;
Ivolândia;GO;
Ivorá;RS;
Ivoti;RS;
Izacolandia (Petrolina);PE;Povoado
Içanã (São Gabriel da Cachoeira);AM;Distrito
Içara;SC;
Içara (Astorga);PR;Distrito
Iúna;ES;
Jabaquara (Anchieta);ES;Distrito
Jabitaca (Iguaraci);PE;Distrito
Jaboatão dos Guararapes;PE;
Jaborandi;BA;
Jaborandi;SP;
Jaborandi (Umuarama);PR;Povoado
Jaborá;SC;
Jaboti;PR;
